"Country","iso3","Region","Income","Year","GDP","Unemployment","Inflation","LifeExp","LaborForce","Continent","COVID"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2016,1338.59046548627,4.104,NA,64.792,46.196,"Africa","Pre-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2017,1385.61417581045,4.03,NA,65.127,47.007,"Africa","Pre-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2018,1413.98188639216,3.942,NA,65.401,47.786,"Africa","Pre-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2020,1465.89782581729,4.471,NA,65.756,49.033,"Africa","Post-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2019,1437.37135466649,3.934,NA,65.662,48.575,"Africa","Pre-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2023,1505.25419206172,3.776,NA,66.777,50.433,"Africa","Post-2020"
"Comoros","COM","Sub-Saharan Africa","Lower middle income",2015,1329.3704808998,4.121,NA,64.473,45.338,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2018,473.294077418165,4.618,1.81502503384079,59.926,65.999,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2016,462.47214741215,4.521,2.88585107290007,59.081,66.014,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2019,478.632426258904,4.591,1.81502503384079,60.242,66.032,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2015,467.9145805459,4.439,0.744198994781517,58.658,66.036,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2021,484.784649973339,5.28,1.81502503384079,60.044,65.774,"Africa","Post-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2022,511.29926733563,4.522,1.81502503384079,60.979,65.575,"Africa","Post-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2017,462.482920889479,4.601,1.81502503384079,59.495,65.986,"Africa","Pre-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2020,471.504423341186,5.345,1.81502503384079,60.428,63.44,"Africa","Post-2020"
"Congo, Dem. Rep.","COD","Sub-Saharan Africa","Low income",2023,537.507995280245,4.484,1.81502503384079,61.895,65.395,"Africa","Post-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2016,2174.19310251224,20.223,3.19056179723774,63.911,68.208,"Africa","Pre-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2018,1909.9560382117,20.701,1.15277896375524,64.472,68.208,"Africa","Pre-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2017,2003.27121075187,20.611,0.450063823285532,64.203,68.219,"Africa","Pre-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2020,1725.51040049963,22.198,1.79537147083111,64.391,66.877,"Africa","Post-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2021,1701.79060456872,21.96,1.71564275451261,64.192,67.266,"Africa","Post-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2015,2439.35189403696,19.978,3.16909796750827,63.662,68.161,"Africa","Pre-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2022,1686.00234391385,20.108,3.04344334698473,65,67.971,"Africa","Post-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2023,1677.08549205924,19.898,4.30174563591022,65.772,68.007,"Africa","Post-2020"
"Congo, Rep.","COG","Sub-Saharan Africa","Lower middle income",2019,1885.51080877731,20.392,2.20607305781522,63.152,68.173,"Africa","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2021,13146.6927918545,15.139,1.72647755109242,78.05,61.763,"Americas","Post-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2015,11714.7105980803,8.415,0.801982005099561,80.407,62.808,"Americas","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2016,12084.4351325708,8.085,-0.0174788505907852,79.988,59.687,"Americas","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2017,12468.5654531785,7.729,1.6259069299173,79.994,59.848,"Americas","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2019,12877.6501010869,10.807,2.09604635327805,80.296,64.263,"Americas","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2020,12242.2098908608,16.432,0.724911478131341,79.725,60.621,"Americas","Post-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2018,12679.5253643093,9.01,2.22111461526584,80.09,62.21,"Americas","Pre-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2023,14318.8389652286,8.325,0.525193508693476,80.799,56.83,"Americas","Post-2020"
"Costa Rica","CRI","Latin America & Caribbean","Upper middle income",2022,13686.1614090906,11.325,8.27477490232656,79.316,61.491,"Americas","Post-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2022,2227.09845246984,2.306,5.27616724262842,61.562,67.013,"Africa","Post-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2015,1814.71855088017,2.579,1.25149954781475,58.281,66.939,"Africa","Pre-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2021,2146.47635317946,2.63,4.09195189692865,60.29,66.525,"Africa","Post-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2023,2312.13337034704,2.27,4.38711707003282,61.944,66.749,"Africa","Post-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2018,2013.32307598499,2.85,0.3594090313807,59.795,65.406,"Africa","Pre-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2019,2093.09994335779,2.401,-1.10686343994195,60.274,64.684,"Africa","Pre-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2016,1889.27777949938,1.896,0.723178457513241,58.814,66.829,"Africa","Pre-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2017,1972.81431788947,3.272,0.685881065304602,59.315,66.121,"Africa","Pre-2020"
"Cote d'Ivoire","CIV","Sub-Saharan Africa","Lower middle income",2020,2055.08483996432,2.584,2.42500656821817,60.14,65.02,"Africa","Post-2020"
"Croatia","HRV","Europe & Central Asia","High income",2021,15394.4707328085,7.608,2.55450699642037,76.4243902439025,51.914,"Europe","Post-2020"
"Croatia","HRV","Europe & Central Asia","High income",2020,13544.9715102628,7.507,0.154811374562112,77.5243902439024,51.011,"Europe","Post-2020"
"Croatia","HRV","Europe & Central Asia","High income",2018,14060.7189510749,8.432,1.50012501041755,77.919512195122,51.048,"Europe","Pre-2020"
"Croatia","HRV","Europe & Central Asia","High income",2019,14641.2298817935,6.617,0.771820346498037,78.2243902439024,51.002,"Europe","Pre-2020"
"Croatia","HRV","Europe & Central Asia","High income",2016,12849.34640034,13.103,-1.125,77.9219512195122,51.196,"Europe","Pre-2020"
"Croatia","HRV","Europe & Central Asia","High income",2022,16616.3915356348,6.96,10.7805806758686,77.5756097560976,52.677,"Europe","Post-2020"
"Croatia","HRV","Europe & Central Asia","High income",2023,17147.1660226623,6.086,7.94128177586827,78.4731707317073,52.255,"Europe","Post-2020"
"Croatia","HRV","Europe & Central Asia","High income",2015,12285.3032582105,16.175,-0.464499004644924,77.2756097560976,52.649,"Europe","Pre-2020"
"Croatia","HRV","Europe & Central Asia","High income",2017,13485.8816667037,11.208,1.12937210282344,77.7268292682927,51.474,"Europe","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2018,8120.43123558256,1.7,NA,77.426,54.72,"Americas","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2016,7774.0698462623,2,NA,77.571,55.019,"Americas","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2015,7727.91997207998,2.4,NA,77.745,55.094,"Americas","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2017,7927.27769340823,1.7,NA,77.3,54.908,"Americas","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2022,7552.33152218841,1.82,NA,77.629,52.966,"Americas","Post-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2019,8124.75282059108,1.705,NA,77.413,54.402,"Americas","Pre-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2020,7252.31672155863,2.24,NA,77.407,51.417,"Americas","Post-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2021,7379.01400369289,2.116,NA,73.201,51.682,"Americas","Post-2020"
"Cuba","CUB","Latin America & Caribbean","Upper middle income",2023,7433.42885399673,1.719,NA,78.085,52.601,"Americas","Post-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2017,18651.4798142441,NA,1.58558801700291,76.423,NA,"Americas","Pre-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2018,18355.1767135889,NA,2.58368756641871,76.493,NA,"Americas","Pre-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2016,18953.0537415003,NA,-0.0472079848934594,76.322,NA,"Americas","Pre-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2020,14901.2436825212,NA,1.25354667659534,76.501,NA,"Americas","Post-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2021,15787.3376825672,NA,1.25354667659534,75.686,NA,"Americas","Post-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2019,17980.5299262806,NA,2.62220783425054,76.492,NA,"Americas","Pre-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2022,17307.719460018,NA,1.25354667659534,76.729,NA,"Americas","Post-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2023,17363.1343697039,NA,1.25354667659534,76.8,NA,"Americas","Post-2020"
"Curacao","CUW","Latin America & Caribbean","High income",2015,19361.8130008678,NA,-0.476542049801979,76.482,NA,"Americas","Pre-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2022,31967.541015625,6.806,8.39548297993332,80.434,67.624,"Asia","Post-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2021,30228.03515625,7.513,2.44608867175474,80.573,66.476,"Asia","Post-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2023,32340.841796875,6.098,3.54134188751658,81.648,67.898,"Asia","Post-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2016,24916.6328125,13.006,-1.42916666666665,81.534,63.762,"Asia","Pre-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2020,27391.591796875,7.755,-0.638422797978945,81.23,65.734,"Asia","Post-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2015,23487.228515625,15.026,-2.09699769053113,81.464,64.16,"Asia","Pre-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2018,27406.4765625,8.504,1.43549119531763,81.556,65.38,"Asia","Pre-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2019,28625.779296875,7.155,0.250370996758475,81.454,66.113,"Asia","Pre-2020"
"Cyprus","CYP","Europe & Central Asia","High income",2017,26105.5859375,11.155,0.531766496174477,81.543,64.377,"Asia","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2018,19736.6295261285,2.246,2.14949494949498,79.0292682926829,60.373,"Europe","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2022,20627.348651011,2.224,15.1001651468372,78.9292682926829,59.865,"Europe","Post-2020"
"Czechia","CZE","Europe & Central Asia","High income",2017,19257.6930680911,2.893,2.45053398460141,78.9780487804878,60.073,"Europe","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2019,20360.0599221814,2.015,2.84787595918044,79.2292682926829,60.118,"Europe","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2016,18359.0978103904,3.952,0.683504209385646,79.0268292682927,59.821,"Europe","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2023,20251.7485519779,2.579,10.6612601372426,79.8780487804878,60.43,"Europe","Post-2020"
"Czechia","CZE","Europe & Central Asia","High income",2015,17931.5987670768,5.048,0.309364548495,78.5780487804878,59.372,"Europe","Pre-2020"
"Czechia","CZE","Europe & Central Asia","High income",2020,19233.1469549829,2.55,3.16129528497808,78.2268292682927,59.46,"Europe","Post-2020"
"Czechia","CZE","Europe & Central Asia","High income",2021,20373.8783043424,2.803,3.83984491500143,77.2219512195122,59.45,"Europe","Post-2020"
"Denmark","DNK","Europe & Central Asia","High income",2018,56355.0733084714,5.131,0.813609467455621,80.9536585365854,61.906,"Europe","Pre-2020"
"Denmark","DNK","Europe & Central Asia","High income",2017,55601.0145717787,5.833,1.14713216957606,81.1024390243903,61.827,"Europe","Pre-2020"
"Denmark","DNK","Europe & Central Asia","High income",2023,61295.9818625045,5.094,3.30517811237605,81.8536585365854,63.752,"Europe","Post-2020"
"Denmark","DNK","Europe & Central Asia","High income",2015,53094.0133607574,6.278,0.452034153691592,80.7024390243902,61.413,"Europe","Pre-2020"
"Denmark","DNK","Europe & Central Asia","High income",2022,60248.671222365,4.434,7.69656699889264,81.3048780487805,63.504,"Europe","Post-2020"
"Denmark","DNK","Europe & Central Asia","High income",2019,57114.6227336347,5.018,0.758131572511616,81.4512195121951,62.445,"Europe","Pre-2020"
"Denmark","DNK","Europe & Central Asia","High income",2020,55934.5555945523,5.637,0.420711974110097,81.6024390243903,62.125,"Europe","Post-2020"
"Denmark","DNK","Europe & Central Asia","High income",2016,54300.2039621991,5.989,0.25000000000002,80.8536585365854,61.744,"Europe","Pre-2020"
"Denmark","DNK","Europe & Central Asia","High income",2021,59803.9202218941,5.043,1.85304543989681,81.4048780487805,62.716,"Europe","Post-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2021,2854.15987035097,27.668,1.18191775339798,63.83,31.314,"Africa","Post-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2015,2376.12554719873,26.07,-0.847389733971989,62.833,32.663,"Africa","Pre-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2022,2959.78673011268,26.307,5.17980847967062,65.54,31.954,"Africa","Post-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2016,2502.85181449431,25.992,2.73841208738758,63.335,32.472,"Africa","Pre-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2017,2596.45134698268,26.064,0.568112117084724,63.71,32.272,"Africa","Pre-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2018,2677.1650334451,26.184,0.147970849877118,64.105,32.068,"Africa","Pre-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2020,2773.40661780097,27.713,1.77740783806177,64.2,31.139,"Africa","Post-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2019,2781.94350113484,26.256,3.31925372703827,64.381,31.871,"Africa","Pre-2020"
"Djibouti","DJI","Middle East & North Africa","Lower middle income",2023,3134.30076618172,26.154,1.49506816515083,65.987,32.066,"Africa","Post-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2017,7985.6341102129,NA,0.296252889279519,68.62,NA,"Americas","Pre-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2016,8499.52291903149,NA,0.14181622573231,71.189,NA,"Americas","Pre-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2021,7738.31730070386,NA,2.22891330700348,69.832,NA,"Americas","Post-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2020,7302.94454951254,NA,1.22026442242472,71.269,NA,"Americas","Post-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2019,8624.51695993537,NA,1.50462353858142,71.305,NA,"Americas","Pre-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2015,8282.59874702141,NA,-0.843826984638284,69.968,NA,"Americas","Pre-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2023,8946.98822588042,NA,5.08677483158105,71.132,NA,"Americas","Post-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2022,8590.92209069816,NA,2.88490226829352,71.081,NA,"Americas","Post-2020"
"Dominica","DMA","Latin America & Caribbean","Upper middle income",2018,8261.16492553236,NA,0.989191119189886,71.378,NA,"Americas","Pre-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2020,7395.8734262396,6.126,3.78103179915515,72.636,60.365,"Americas","Post-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2017,7379.39978067137,5.832,3.27955694678547,73.37,62.367,"Americas","Pre-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2016,7177.75376475488,7.284,1.6141660724522,72.889,62.451,"Americas","Pre-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2018,7818.70593240469,5.861,3.5644342601351,73.555,63.771,"Americas","Pre-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2021,8344.90510312395,7.702,8.2430034798181,71.757,63.174,"Americas","Post-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2023,8809.96335385949,5.555,4.78561281021137,73.72,64.282,"Americas","Post-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2022,8698.13592094395,5.504,8.81109209279586,74.211,63.224,"Americas","Post-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2015,6800.95309395474,7.605,0.836746346724547,72.982,62.007,"Americas","Pre-2020"
"Dominican Republic","DOM","Latin America & Caribbean","Upper middle income",2019,8117.04639185786,6.356,1.8106037704296,73.112,65.189,"Americas","Pre-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2021,5815.09477390949,4.552,0.133251386096379,72.746,64.99,"Americas","Post-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2016,5849.13587933672,4.597,1.72826463324535,76.094,67.669,"Americas","Pre-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2022,6107.49495006543,3.761,3.46616972213076,76.577,64.985,"Americas","Post-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2019,5971.38938386723,3.812,0.266012515466146,77.286,66.179,"Americas","Pre-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2020,5355.68934196443,6.127,-0.338872392562181,72.004,59.926,"Americas","Post-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2015,5976.1596805651,3.616,3.96664623255353,76.222,65.658,"Americas","Pre-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2017,6104.27253521751,3.836,0.41733558866682,76.22,68.154,"Americas","Pre-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2023,6174.81822806637,3.51,2.21568764237062,77.392,64.489,"Americas","Post-2020"
"Ecuador","ECU","Latin America & Caribbean","Upper middle income",2018,6063.0956178776,3.53,-0.224103246005501,77.248,66.661,"Americas","Pre-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2017,3452.90961245539,11.767,29.5066083940039,70.709,44.95,"Africa","Pre-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2022,4029.78295457978,7.344,13.8956609775178,71.01,42.837,"Africa","Post-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2015,3306.98159414141,13.052,10.370490343517,70.135,46.978,"Africa","Pre-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2016,3381.22246306207,12.45,13.813606214829,70.437,46.63,"Africa","Pre-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2020,3770.86947867421,7.974,5.04493288977539,69.79,41.616,"Africa","Post-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2021,3837.31992324447,7.441,5.21404940513041,68.976,42.987,"Africa","Post-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2023,4111.3118478995,7.334,33.8847763115546,71.633,42.821,"Africa","Post-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2019,3701.2446345188,7.851,9.15279959324804,71.213,42.199,"Africa","Pre-2020"
"Egypt, Arab Rep.","EGY","Middle East & North Africa","Lower middle income",2018,3568.63966286161,9.855,14.4014657807422,70.974,43.299,"Africa","Pre-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2017,3954.84014277572,4.385,1.01235403315575,71.007,59.006,"Americas","Pre-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2016,3875.84691357954,4.418,0.604049086996647,70.908,59.261,"Americas","Pre-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2021,4247.54750394978,4.327,3.46692585313084,69.941,59.173,"Americas","Post-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2020,3808.53195436409,5.008,-0.37159021232411,70.244,56.752,"Americas","Post-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2022,4355.96083888359,2.999,7.19861615609861,71.969,60.08,"Americas","Post-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2023,4489.17787712717,2.992,4.04554694222478,72.099,60.48,"Americas","Post-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2018,4046.16291720583,4.006,1.09033000581892,71.384,58.729,"Americas","Pre-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2015,3790.34089108162,3.998,-0.731384487387936,70.952,58.688,"Americas","Pre-2020"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2019,4143.11437097867,4.17,0.0753241350024998,71.725,59.887,"Americas","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2016,7971.83401904573,7.962,1.4119391547901,61.081,61.133,"Africa","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2015,9068.91003238645,7.95,1.67663085315991,60.635,60.943,"Africa","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2023,5118.21986148331,8.367,2.85949506037317,63.707,60.522,"Africa","Post-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2021,5487.92479201992,8.976,-0.0971007664640153,62.447,58.338,"Africa","Post-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2017,7259.10936454803,8.004,0.744354746612477,61.481,61.232,"Africa","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2020,5575.26241511492,8.781,4.76669523944226,62.141,57.701,"Africa","Post-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2018,6578.90039765711,7.967,1.06007410662165,61.915,61.224,"Africa","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2019,6018.12066321865,8.064,1.53027528964192,62.297,61.099,"Africa","Pre-2020"
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2022,5524.24312418579,8.455,4.78671704710806,63.355,60.758,"Africa","Post-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2018,NA,5.511,NA,66.979,78.414,"Africa","Pre-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2015,NA,5.541,NA,65.909,78.977,"Africa","Pre-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2020,NA,6.088,NA,66.98,77.07,"Africa","Post-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2017,NA,5.577,NA,66.612,78.792,"Africa","Pre-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2023,NA,5.586,NA,68.624,78.184,"Africa","Post-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2016,NA,5.554,NA,66.242,78.818,"Africa","Pre-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2019,NA,5.552,NA,67.306,78.087,"Africa","Pre-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2022,NA,5.695,NA,67.789,78.141,"Africa","Post-2020"
"Eritrea","ERI","Sub-Saharan Africa","Low income",2021,NA,6.177,NA,66.94,77.588,"Africa","Post-2020"
"Estonia","EST","Europe & Central Asia","High income",2022,21080.6531409009,5.571,19.3982634080616,77.8439024390244,65.113,"Europe","Post-2020"
"Estonia","EST","Europe & Central Asia","High income",2017,19270.8141210511,5.807,3.41723549488055,78.0926829268293,63.244,"Europe","Pre-2020"
"Estonia","EST","Europe & Central Asia","High income",2019,20579.8756732376,4.514,2.27725931243518,78.6463414634147,63.161,"Europe","Pre-2020"
"Estonia","EST","Europe & Central Asia","High income",2020,19946.945696898,6.956,-0.444531097679813,78.5951219512195,63.039,"Europe","Post-2020"
"Estonia","EST","Europe & Central Asia","High income",2018,19914.3454922878,5.412,3.43632688420446,78.2439024390244,63.498,"Europe","Pre-2020"
"Estonia","EST","Europe & Central Asia","High income",2023,20123.4227027316,6.378,9.15922507983982,78.490243902439,65.604,"Europe","Post-2020"
"Estonia","EST","Europe & Central Asia","High income",2016,18264.9873304279,6.882,0.148684907627365,77.6414634146342,62.639,"Europe","Pre-2020"
"Estonia","EST","Europe & Central Asia","High income",2021,21351.3954794853,6.178,4.65316673847475,76.9439024390244,63.186,"Europe","Post-2020"
"Estonia","EST","Europe & Central Asia","High income",2015,17722.1557669523,6.412,-0.492326006547392,77.590243902439,61.817,"Europe","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2016,3559.85099149342,22.718,7.84727459085682,56.228,51.135,"Africa","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2015,3420.75357067279,23.285,4.95124493704916,54.941,51.284,"Africa","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2020,3596.06416104047,32.944,5.28659453899259,59.862,48.222,"Africa","Post-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2017,3584.61802626857,24.523,6.22137528933116,57.574,50.489,"Africa","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2018,3560.81449068718,26.369,4.81506167461506,58.707,49.837,"Africa","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2019,3742.38415901165,28.138,2.59801620311074,59.85,49.181,"Africa","Pre-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2023,3771.33819773849,35.086,5.28659453899259,64.123,47.397,"Africa","Post-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2021,3676.8490229898,34.153,5.28659453899259,58.228,48.358,"Africa","Post-2020"
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2022,3680.42326804666,35.359,5.28659453899259,63.028,47.714,"Africa","Post-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2016,662.32729587522,2.554,6.62813337230927,64.162,76.331,"Africa","Pre-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2015,621.845673808133,2.443,9.56889955968623,63.592,77.958,"Africa","Pre-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2019,774.512169656681,2.917,15.8096321719344,65.741,71.518,"Africa","Pre-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2017,706.164227383539,2.662,10.6871150284238,64.766,74.712,"Africa","Pre-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2021,822.305881122416,3.935,26.8395221557722,65.33,68.253,"Africa","Post-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2018,734.227726647201,2.802,13.8330356586661,65.257,73.108,"Africa","Pre-2020"
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2020,799.47559527955,3.994,20.3563468559061,65.969,69.353,"Africa","Post-2020"
