"Country","iso3","Region","Income","Year","GDP","Unemployment","Inflation","LifeExp","LaborForce","Continent","COVID","logGDP"
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2020,3808.53195436409,5.008,-0.37159021232411,70.244,56.752,"Americas","Post-2020",8.24526161395088
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2022,4355.96083888359,2.999,7.19861615609861,71.969,60.08,"Americas","Post-2020",8.37953003798515
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2023,4489.17787712717,2.992,4.04554694222478,72.099,60.48,"Americas","Post-2020",8.40964759623827
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2018,4046.16291720583,4.006,1.09033000581892,71.384,58.729,"Americas","Pre-2020",8.30577140035565
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2015,3790.34089108162,3.998,-0.731384487387936,70.952,58.688,"Americas","Pre-2020",8.24047503262419
"El Salvador","SLV","Latin America & Caribbean","Upper middle income",2019,4143.11437097867,4.17,0.0753241350024998,71.725,59.887,"Americas","Pre-2020",8.32944438273286
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2016,7971.83401904573,7.962,1.4119391547901,61.081,61.133,"Africa","Pre-2020",8.98379529440617
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2015,9068.91003238645,7.95,1.67663085315991,60.635,60.943,"Africa","Pre-2020",9.11271762380822
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2023,5118.21986148331,8.367,2.85949506037317,63.707,60.522,"Africa","Post-2020",8.5407573356199
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2021,5487.92479201992,8.976,-0.0971007664640153,62.447,58.338,"Africa","Post-2020",8.61048766687466
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2017,7259.10936454803,8.004,0.744354746612477,61.481,61.232,"Africa","Pre-2020",8.89015017169271
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2020,5575.26241511492,8.781,4.76669523944226,62.141,57.701,"Africa","Post-2020",8.62627401286724
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2018,6578.90039765711,7.967,1.06007410662165,61.915,61.224,"Africa","Pre-2020",8.79177488707062
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2019,6018.12066321865,8.064,1.53027528964192,62.297,61.099,"Africa","Pre-2020",8.70269645840093
"Equatorial Guinea","GNQ","Sub-Saharan Africa","Upper middle income",2022,5524.24312418579,8.455,4.78671704710806,63.355,60.758,"Africa","Post-2020",8.61708252979531
"Eritrea","ERI","Sub-Saharan Africa","Low income",2018,NA,5.511,NA,66.979,78.414,"Africa","Pre-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2015,NA,5.541,NA,65.909,78.977,"Africa","Pre-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2020,NA,6.088,NA,66.98,77.07,"Africa","Post-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2017,NA,5.577,NA,66.612,78.792,"Africa","Pre-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2023,NA,5.586,NA,68.624,78.184,"Africa","Post-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2016,NA,5.554,NA,66.242,78.818,"Africa","Pre-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2019,NA,5.552,NA,67.306,78.087,"Africa","Pre-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2022,NA,5.695,NA,67.789,78.141,"Africa","Post-2020",NA
"Eritrea","ERI","Sub-Saharan Africa","Low income",2021,NA,6.177,NA,66.94,77.588,"Africa","Post-2020",NA
"Estonia","EST","Europe & Central Asia","High income",2022,21080.6531409009,5.571,19.3982634080616,77.8439024390244,65.113,"Europe","Post-2020",9.95615842182431
"Estonia","EST","Europe & Central Asia","High income",2017,19270.8141210511,5.807,3.41723549488055,78.0926829268293,63.244,"Europe","Pre-2020",9.86639889922179
"Estonia","EST","Europe & Central Asia","High income",2019,20579.8756732376,4.514,2.27725931243518,78.6463414634147,63.161,"Europe","Pre-2020",9.93211755820283
"Estonia","EST","Europe & Central Asia","High income",2020,19946.945696898,6.956,-0.444531097679813,78.5951219512195,63.039,"Europe","Post-2020",9.9008814444294
"Estonia","EST","Europe & Central Asia","High income",2018,19914.3454922878,5.412,3.43632688420446,78.2439024390244,63.498,"Europe","Pre-2020",9.89924584381012
"Estonia","EST","Europe & Central Asia","High income",2023,20123.4227027316,6.378,9.15922507983982,78.490243902439,65.604,"Europe","Post-2020",9.90968941629677
"Estonia","EST","Europe & Central Asia","High income",2016,18264.9873304279,6.882,0.148684907627365,77.6414634146342,62.639,"Europe","Pre-2020",9.81279599363635
"Estonia","EST","Europe & Central Asia","High income",2021,21351.3954794853,6.178,4.65316673847475,76.9439024390244,63.186,"Europe","Post-2020",9.96891921280705
"Estonia","EST","Europe & Central Asia","High income",2015,17722.1557669523,6.412,-0.492326006547392,77.590243902439,61.817,"Europe","Pre-2020",9.7826272989886
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2016,3559.85099149342,22.718,7.84727459085682,56.228,51.135,"Africa","Pre-2020",8.17775483783429
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2015,3420.75357067279,23.285,4.95124493704916,54.941,51.284,"Africa","Pre-2020",8.13790843861324
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2020,3596.06416104047,32.944,5.28659453899259,59.862,48.222,"Africa","Post-2020",8.18787328091226
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2017,3584.61802626857,24.523,6.22137528933116,57.574,50.489,"Africa","Pre-2020",8.18468613044048
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2018,3560.81449068718,26.369,4.81506167461506,58.707,49.837,"Africa","Pre-2020",8.17802538239434
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2019,3742.38415901165,28.138,2.59801620311074,59.85,49.181,"Africa","Pre-2020",8.22774533662447
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2023,3771.33819773849,35.086,5.28659453899259,64.123,47.397,"Africa","Post-2020",8.23545029979205
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2021,3676.8490229898,34.153,5.28659453899259,58.228,48.358,"Africa","Post-2020",8.21008335565122
"Eswatini","SWZ","Sub-Saharan Africa","Lower middle income",2022,3680.42326804666,35.359,5.28659453899259,63.028,47.714,"Africa","Post-2020",8.2110547140129
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2016,662.32729587522,2.554,6.62813337230927,64.162,76.331,"Africa","Pre-2020",6.49726852731336
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2015,621.845673808133,2.443,9.56889955968623,63.592,77.958,"Africa","Pre-2020",6.43429877350744
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2019,774.512169656681,2.917,15.8096321719344,65.741,71.518,"Africa","Pre-2020",6.65352367515198
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2017,706.164227383539,2.662,10.6871150284238,64.766,74.712,"Africa","Pre-2020",6.56126292659317
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2021,822.305881122416,3.935,26.8395221557722,65.33,68.253,"Africa","Post-2020",6.71332779763173
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2018,734.227726647201,2.802,13.8330356586661,65.257,73.108,"Africa","Pre-2020",6.60018028339782
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2020,799.47559527955,3.994,20.3563468559061,65.969,69.353,"Africa","Post-2020",6.68520604512575
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2023,876.168528913325,3.402,30.2188278135278,67.315,67.776,"Africa","Post-2020",6.77669913914835
"Ethiopia","ETH","Sub-Saharan Africa","Low income",2022,843.648005300445,3.409,33.8898797100898,66.897,68.061,"Africa","Post-2020",6.73891997879659
"Faroe Islands","FRO","Europe & Central Asia","High income",2022,57829.4905587025,NA,NA,82.9439024390244,NA,"Europe","Post-2020",10.9652714338882
"Faroe Islands","FRO","Europe & Central Asia","High income",2021,56495.2991897127,NA,NA,82.8439024390244,NA,"Europe","Post-2020",10.9419304139222
"Faroe Islands","FRO","Europe & Central Asia","High income",2017,53831.0294952424,NA,NA,82.1439024390244,NA,"Europe","Pre-2020",10.8936239127808
"Faroe Islands","FRO","Europe & Central Asia","High income",2023,58711.4748690929,NA,NA,83.1439024390244,NA,"Europe","Post-2020",10.9804075023018
"Faroe Islands","FRO","Europe & Central Asia","High income",2015,52635.0375463609,NA,NA,81.7926829268293,NA,"Europe","Pre-2020",10.8711562885907
"Faroe Islands","FRO","Europe & Central Asia","High income",2020,54299.5934165413,NA,NA,82.6439024390244,NA,"Europe","Post-2020",10.9022904343437
"Faroe Islands","FRO","Europe & Central Asia","High income",2018,54433.5931539501,NA,NA,82.2926829268293,NA,"Europe","Pre-2020",10.9047551343083
"Faroe Islands","FRO","Europe & Central Asia","High income",2019,56028.4173545459,NA,NA,82.4439024390244,NA,"Europe","Pre-2020",10.9336321416929
"Faroe Islands","FRO","Europe & Central Asia","High income",2016,52757.3960429144,NA,NA,81.9926829268293,NA,"Europe","Pre-2020",10.873478205363
"Fiji","FJI","East Asia & Pacific","Upper middle income",2023,5736.82886448243,4.322,2.14817440623892,67.316,57.369,"Oceania","Post-2020",8.65483617115447
"Fiji","FJI","East Asia & Pacific","Upper middle income",2019,5701.10435269429,4.373,1.77310182460277,67.009,57.37,"Oceania","Pre-2020",8.64859057037395
"Fiji","FJI","East Asia & Pacific","Upper middle income",2016,5218.85823412744,4.319,3.86322538221276,66.657,57.584,"Oceania","Pre-2020",8.56022552229476
"Fiji","FJI","East Asia & Pacific","Upper middle income",2020,4729.3813108251,4.649,-2.59524325887374,66.924,56.733,"Oceania","Post-2020",8.46176109363316
"Fiji","FJI","East Asia & Pacific","Upper middle income",2021,4489.96060809938,4.701,0.155855722131513,64.904,56.93,"Oceania","Post-2020",8.40982190175098
"Fiji","FJI","East Asia & Pacific","Upper middle income",2017,5500.67840152348,4.324,3.34757834757835,67.06,57.452,"Oceania","Pre-2020",8.61280848858089
"Fiji","FJI","East Asia & Pacific","Upper middle income",2018,5720.21447177107,4.335,4.0814763764453,66.965,57.356,"Oceania","Pre-2020",8.65193638207679
"Fiji","FJI","East Asia & Pacific","Upper middle income",2022,5362.78680848613,4.446,4.52019266394958,67.148,57.392,"Oceania","Post-2020",8.58742549873591
"Fiji","FJI","East Asia & Pacific","Upper middle income",2015,5097.53106864695,4.291,1.37488542621438,66.48,58.238,"Oceania","Pre-2020",8.53670775146953
"Finland","FIN","Europe & Central Asia","High income",2018,45337.2409550575,7.361,1.08382098409304,81.7341463414634,59.309,"Europe","Pre-2020",10.7219061265523
"Finland","FIN","Europe & Central Asia","High income",2017,44862.220404205,8.64,0.754015047084353,81.6317073170732,58.667,"Europe","Pre-2020",10.7113735933755
"Finland","FIN","Europe & Central Asia","High income",2015,42560.3456767103,9.376,-0.207928839905252,81.4804878048781,58.762,"Europe","Pre-2020",10.6587017418594
"Finland","FIN","Europe & Central Asia","High income",2020,44690.9801103074,7.759,0.290554555653304,81.9317073170732,58.849,"Europe","Post-2020",10.7075493486279
"Finland","FIN","Europe & Central Asia","High income",2021,45792.0454180872,7.617,2.19457432340004,81.8853658536585,59.768,"Europe","Post-2020",10.7318875118057
"Finland","FIN","Europe & Central Asia","High income",2022,46016.1492103929,6.719,7.12350773301401,81.1878048780488,60.422,"Europe","Post-2020",10.7367694149168
"Finland","FIN","Europe & Central Asia","High income",2019,45898.5708448954,6.695,1.02409392963425,81.9829268292683,59.184,"Europe","Pre-2020",10.7342110462205
"Finland","FIN","Europe & Central Asia","High income",2016,43529.6761616969,8.818,0.356684500891724,81.4292682926829,58.545,"Europe","Pre-2020",10.6812211676602
"Finland","FIN","Europe & Central Asia","High income",2023,45353.4530466713,7.151,6.25064322154762,81.6853658536585,60.275,"Europe","Post-2020",10.722263643593
"France","FRA","Europe & Central Asia","High income",2023,39117.4845032233,7.335,4.87835726508438,82.9292682926829,55.642,"Europe","Post-2020",10.5743503837057
"France","FRA","Europe & Central Asia","High income",2017,37580.5979329356,9.409,1.03228275064667,82.5756097560976,55.258,"Europe","Pre-2020",10.5342697928973
"France","FRA","Europe & Central Asia","High income",2021,38030.8571685178,7.874,1.64233141038393,82.3243902439024,55.54,"Europe","Post-2020",10.5461794340323
"France","FRA","Europe & Central Asia","High income",2016,36920.5342846914,10.057,0.183334861123829,82.5731707317073,55.399,"Europe","Pre-2020",10.5165502447601
"France","FRA","Europe & Central Asia","High income",2022,38881.2230613595,7.308,5.22236748369736,82.1292682926829,55.846,"Europe","Post-2020",10.5682924344439
"France","FRA","Europe & Central Asia","High income",2020,35709.2045925926,8.009,0.476498852725014,82.1756097560976,54.271,"Europe","Post-2020",10.4831917698522
"France","FRA","Europe & Central Asia","High income",2015,36702.4323733379,10.354,0.0375143805125298,82.3219512195122,55.621,"Europe","Pre-2020",10.5106255548285
"France","FRA","Europe & Central Asia","High income",2019,38705.2072940618,8.415,1.10825492288292,82.8268292682927,54.939,"Europe","Pre-2020",10.5637552613513
"France","FRA","Europe & Central Asia","High income",2018,38062.4435961412,9.018,1.85081508315501,82.6756097560976,55.3,"Europe","Pre-2020",10.5470096148482
"French Polynesia","PYF","East Asia & Pacific","High income",2022,21019.8374847547,11.888,NA,83.859,53.371,"Oceania","Post-2020",9.95326948591864
"French Polynesia","PYF","East Asia & Pacific","High income",2015,19166.9594761931,11.789,NA,82.339,55.92,"Oceania","Pre-2020",9.86099538677443
"French Polynesia","PYF","East Asia & Pacific","High income",2017,20287.7685831663,11.573,NA,82.774,55.542,"Oceania","Pre-2020",9.91782274015337
"French Polynesia","PYF","East Asia & Pacific","High income",2018,20687.4899594195,11.572,NA,82.985,55.253,"Oceania","Pre-2020",9.9373327839978
"French Polynesia","PYF","East Asia & Pacific","High income",2019,21305.5211608622,11.565,NA,83.195,54.918,"Oceania","Pre-2020",9.96676846262774
"French Polynesia","PYF","East Asia & Pacific","High income",2021,20163.2925023796,12.531,NA,79.571,53.781,"Oceania","Post-2020",9.91166862126571
"French Polynesia","PYF","East Asia & Pacific","High income",2023,21592.7969445558,11.749,NA,84.07,52.789,"Oceania","Post-2020",9.98016137393583
"French Polynesia","PYF","East Asia & Pacific","High income",2016,19516.0718353276,11.715,NA,82.555,55.761,"Oceania","Pre-2020",9.87904484027861
"French Polynesia","PYF","East Asia & Pacific","High income",2020,19790.8686331117,12.951,NA,82.459,53.984,"Oceania","Post-2020",9.89302645723715
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2017,6840.05959347802,20.303,2.65192583143897,66.816,50.96,"Africa","Pre-2020",8.83069790994627
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2022,6527.48207901861,20.399,4.23124798274575,67.713,51.362,"Africa","Post-2020",8.7839297418062
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2015,7047.12654634355,19.978,-0.338795188753388,66.336,50.362,"Africa","Pre-2020",8.86051712238439
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2018,6724.5961429108,20.439,4.74906652083221,67.043,51.214,"Africa","Pre-2020",8.81367584632723
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2019,6817.56879468764,20.358,2.46456756151188,67.337,51.334,"Africa","Pre-2020",8.82740487466367
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2016,6991.3251446736,20.134,2.10670712784051,66.583,50.655,"Africa","Pre-2020",8.85256841863884
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2023,6541.69710787282,20.278,3.62901534185377,68.337,51.297,"Africa","Post-2020",8.78610476125241
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2020,6534.27966529444,21.27,1.35276110675338,67.073,47.947,"Africa","Post-2020",8.78497042013797
"Gabon","GAB","Sub-Saharan Africa","Upper middle income",2021,6479.0490069252,21.218,1.08690746519409,67.072,48.597,"Africa","Post-2020",8.77648335211482
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2022,710.686979384658,6.076,11.5131198380505,64.859,47.698,"Africa","Post-2020",6.56763817904816
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2015,619.536364296461,7.26,6.80845494579614,62.971,48.139,"Africa","Pre-2020",6.43058420775657
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2017,628.777299272925,5.157,8.03418974545908,63.708,48.092,"Africa","Pre-2020",6.44536626367454
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2019,682.797642940426,4.538,7.11567625631189,64.427,47.76,"Africa","Pre-2020",6.52766203019784
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2021,689.49323955737,6.269,7.37034758876617,63.847,47.773,"Africa","Post-2020",6.53740618215315
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2018,658.127833258563,4.127,6.52096823946574,64.034,47.907,"Africa","Pre-2020",6.49091749635619
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2020,670.758642891251,5.892,5.93127636562442,64.418,47.844,"Africa","Post-2020",6.50989911364469
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2016,615.193365494386,6.285,7.22879272057924,63.386,48.176,"Africa","Pre-2020",6.423560819299
"Gambia, The","GMB","Sub-Saharan Africa","Low income",2023,727.838723407125,6.479,16.9742129632327,65.86,47.549,"Africa","Post-2020",6.59145247763951
"Georgia","GEO","Europe & Central Asia","Upper middle income",2021,5175.19865185825,11.791,9.56691433824769,71.635,60.708,"Asia","Post-2020",8.55182621486047
"Georgia","GEO","Europe & Central Asia","Upper middle income",2022,5736.30449578597,11.647,11.8981654203198,74.141,63.026,"Asia","Post-2020",8.6547447789797
"Georgia","GEO","Europe & Central Asia","Upper middle income",2019,4975.81148194814,11.565,4.85289821696723,74.165,62.928,"Asia","Pre-2020",8.5125447002927
"Georgia","GEO","Europe & Central Asia","Upper middle income",2017,4442.50744127374,13.939,6.03531725272117,73.435,66.216,"Asia","Pre-2020",8.39919930781958
"Georgia","GEO","Europe & Central Asia","Upper middle income",2015,4086.6223465965,16.506,4.00357820695097,73.241,68.781,"Asia","Pre-2020",8.31571874664661
"Georgia","GEO","Europe & Central Asia","Upper middle income",2020,4659.60925318234,11.73,5.2024648897534,73.509,63.399,"Asia","Post-2020",8.44690145960008
"Georgia","GEO","Europe & Central Asia","Upper middle income",2016,4225.09154904806,16.604,2.13492713939121,73.136,68.425,"Asia","Pre-2020",8.34903286122769
"Georgia","GEO","Europe & Central Asia","Upper middle income",2023,6180.6206023429,11.537,2.48776056578715,74.496,63.081,"Asia","Post-2020",8.72933574946339
"Georgia","GEO","Europe & Central Asia","Upper middle income",2018,4713.65354845303,12.667,2.6152447139767,73.985,63.934,"Asia","Pre-2020",8.45843071377891
"Germany","DEU","Europe & Central Asia","High income",2020,42362.6472083477,3.881,0.144877925813963,81.0414634146342,60.478,"Europe","Post-2020",10.6540458963004
"Germany","DEU","Europe & Central Asia","High income",2023,44008.131158562,3.068,5.94643667725828,80.5414634146342,61.117,"Europe","Post-2020",10.6921524177007
"Germany","DEU","Europe & Central Asia","High income",2017,43520.1864273682,3.781,1.50949485109622,80.9926829268293,60.659,"Europe","Pre-2020",10.6810031428165
"Germany","DEU","Europe & Central Asia","High income",2018,43874.0130996238,3.384,1.73216879766948,80.8926829268293,60.859,"Europe","Pre-2020",10.689100259335
"Germany","DEU","Europe & Central Asia","High income",2021,43898.7713207389,3.594,3.0666666666667,80.790243902439,60.395,"Europe","Post-2020",10.6896643899549
"Germany","DEU","Europe & Central Asia","High income",2022,44180.4298386858,3.12,6.87257438551096,80.6080487804878,60.929,"Europe","Post-2020",10.6960598403863
"Germany","DEU","Europe & Central Asia","High income",2015,41911.0109851054,4.612,0.514426137125455,80.6414634146341,60.22,"Europe","Pre-2020",10.6433277231873
"Germany","DEU","Europe & Central Asia","High income",2016,42528.0637054999,4.104,0.491747008445213,80.990243902439,60.411,"Europe","Pre-2020",10.6579429730865
"Germany","DEU","Europe & Central Asia","High income",2019,44207.6320584483,3.163,1.44565976888253,81.2926829268293,61.307,"Europe","Pre-2020",10.6966753444381
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2017,1841.44636153249,3.369,12.3719215507049,63.829,67.583,"Africa","Pre-2020",7.51884951185276
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2016,1740.81101902928,5.232,17.4546347070868,63.522,68.425,"Africa","Pre-2020",7.4626806664697
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2023,2091.8133564595,3.063,38.1069656296501,65.498,63.415,"Africa","Post-2020",7.64626454334281
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2022,2067.20895910766,3.084,31.2558951049016,65.246,63.435,"Africa","Post-2020",7.63443827457964
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2020,1970.19411460398,3.313,9.88728956269943,64.309,64.503,"Africa","Post-2020",7.58639478764277
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2015,1722.77282833606,6.806,17.1499695007878,63.175,69.253,"Africa","Pre-2020",7.4522706724345
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2021,2030.04866500967,3.384,9.97108867504442,64.286,64.08,"Africa","Post-2020",7.61630752240099
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2019,1999.55372220211,3.16,7.14364003330856,64.455,65.889,"Africa","Pre-2020",7.60117928232418
"Ghana","GHA","Sub-Saharan Africa","Lower middle income",2018,1915.4532323781,3.253,7.80876516610703,64.138,66.736,"Africa","Pre-2020",7.55823148190251
"Greece","GRC","Europe & Central Asia","High income",2015,17980.7298238137,24.981,-1.73588804765284,81.0365853658537,51.201,"Europe","Pre-2020",9.7971115116189
"Greece","GRC","Europe & Central Asia","High income",2016,18049.928997892,23.514,-0.825653978390973,81.3878048780488,51.147,"Europe","Pre-2020",9.80095243046385
"Greece","GRC","Europe & Central Asia","High income",2019,19216.6759579785,17.045,0.253007522038191,81.6390243902439,50.855,"Europe","Pre-2020",9.86358575731398
"Greece","GRC","Europe & Central Asia","High income",2017,18352.0884461258,21.413,1.1212545203142,81.2878048780488,51.022,"Europe","Pre-2020",9.81755314701135
"Greece","GRC","Europe & Central Asia","High income",2018,18769.0389621976,19.179,0.625621413453609,81.7878048780488,50.8,"Europe","Pre-2020",9.84001720534812
"Greece","GRC","Europe & Central Asia","High income",2023,21139.1917042145,11.066,3.46480128513402,81.5365853658537,51.826,"Europe","Post-2020",9.95893132769979
"Greece","GRC","Europe & Central Asia","High income",2020,17486.951333323,15.899,-1.24798355581408,81.2878048780488,50.055,"Europe","Post-2020",9.76926742755123
"Greece","GRC","Europe & Central Asia","High income",2021,19232.9683327114,14.656,1.22382501019854,80.0829268292683,50.33,"Europe","Post-2020",9.86443317884866
"Greece","GRC","Europe & Central Asia","High income",2022,20595.4952639016,12.426,9.64525981280638,80.7878048780488,51.826,"Europe","Post-2020",9.93287620748313
"Greenland","GRL","Europe & Central Asia","High income",2023,49929.7755428605,NA,NA,71.549756097561,NA,"Americas","Post-2020",10.8183928359769
"Greenland","GRL","Europe & Central Asia","High income",2019,48170.7896955512,NA,NA,71.9443902439024,NA,"Americas","Pre-2020",10.7825288526719
"Greenland","GRL","Europe & Central Asia","High income",2015,44536.3549705377,NA,NA,71.4790243902439,NA,"Americas","Pre-2020",10.7040835535639
"Greenland","GRL","Europe & Central Asia","High income",2016,46561.7831434013,NA,NA,71.8385365853659,NA,"Americas","Pre-2020",10.7485568560355
"Greenland","GRL","Europe & Central Asia","High income",2022,49679.3365414895,NA,NA,71.5404878048781,NA,"Americas","Post-2020",10.813364490769
"Greenland","GRL","Europe & Central Asia","High income",2017,46597.9452470348,NA,NA,71.9321951219512,NA,"Americas","Pre-2020",10.7493331856738
"Greenland","GRL","Europe & Central Asia","High income",2018,47012.9860350276,NA,NA,71.9675609756098,NA,"Americas","Pre-2020",10.7582004116388
"Greenland","GRL","Europe & Central Asia","High income",2020,48169.9406957389,NA,NA,71.8507317073171,NA,"Americas","Post-2020",10.7825112280975
"Greenland","GRL","Europe & Central Asia","High income",2021,48709.9339758895,NA,NA,71.8139024390244,NA,"Americas","Post-2020",10.7936588008292
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2021,8781.46248494156,NA,1.21951193916835,74.522,NA,"Americas","Post-2020",9.08051211256144
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2020,8413.28335500372,NA,-0.740732597045526,75.019,NA,"Americas","Post-2020",9.03768594019428
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2017,9357.40728883583,NA,0.908458255874258,74.977,NA,"Americas","Pre-2020",9.14403039354337
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2023,9832.25221076638,NA,2.6961226981456,75.205,NA,"Americas","Post-2020",9.1935250038732
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2016,8983.68397337899,NA,1.65038994431567,75.01,NA,"Americas","Pre-2020",9.10327662590893
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2018,9744.16919577204,NA,0.804102313277022,74.957,NA,"Americas","Pre-2020",9.18452697410721
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2022,9406.19337643226,NA,2.58053925907924,75.151,NA,"Americas","Post-2020",9.1492299284134
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2019,9785.56040240592,NA,0.598149764736098,74.971,NA,"Americas","Pre-2020",9.1887653359366
"Grenada","GRD","Latin America & Caribbean","Upper middle income",2015,8694.12438005692,NA,-0.515448031435303,75.037,NA,"Americas","Pre-2020",9.07051773146548
"Guam","GUM","East Asia & Pacific","High income",2022,34627.9862781837,5.454,NA,77.102,62.56,"Oceania","Post-2020",10.4524463640308
"Guam","GUM","East Asia & Pacific","High income",2017,35850.9025520506,5.418,NA,76.463,62.455,"Oceania","Pre-2020",10.4871519144118
"Guam","GUM","East Asia & Pacific","High income",2016,35373.8483143417,5.4,NA,76.449,62.474,"Oceania","Pre-2020",10.4737563470025
"Guam","GUM","East Asia & Pacific","High income",2015,35165.7014644795,6.9,NA,76.444,62.473,"Oceania","Pre-2020",10.4678549327409
"Guam","GUM","East Asia & Pacific","High income",2020,32884.8852646787,6.248,NA,75.529,60.855,"Oceania","Post-2020",10.4007988253877
"Guam","GUM","East Asia & Pacific","High income",2018,35731.2203743081,5.449,NA,76.561,62.477,"Oceania","Pre-2020",10.4838080922243
"Guam","GUM","East Asia & Pacific","High income",2019,36830.1264410973,5.401,NA,76.645,62.41,"Oceania","Pre-2020",10.5140985938505
"Guam","GUM","East Asia & Pacific","High income",2021,33239.4846327875,5.991,NA,75.434,61.241,"Oceania","Post-2020",10.4115238286702
"Guam","GUM","East Asia & Pacific","High income",2023,34963.0194152409,5.363,NA,77.209,62.574,"Oceania","Post-2020",10.4620747949926
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2017,3972.74046241476,2.462,4.42453655182547,71.583,60.943,"Americas","Pre-2020",8.28746311207485
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2015,3893.50522093509,2.506,2.3887203283955,70.915,60.596,"Americas","Pre-2020",8.26732192095099
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2016,3924.77883374916,2.583,4.44844199942828,71.215,60.689,"Americas","Pre-2020",8.27532003951276
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2021,4268.62845750072,2.174,4.26105127422814,67.858,57.907,"Americas","Post-2020",8.35928209014197
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2022,4385.14877653813,3.051,6.88512823344283,71.206,60.241,"Americas","Post-2020",8.38620684918186
"Guatemala","GTM","Latin America & Caribbean","Upper middle income",2018,4040.21201847257,2.283,3.75186186704505,71.496,60.503,"Americas","Pre-2020",8.30429993053524
